rate,location,rest_type,cuisines
4.0,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak"
4.2,Indiranagar,"Pub, Casual Dining",Finger Food
4.1,Indiranagar,Casual Dining,Korean
3.9,Indiranagar,Bar,"Finger Food, South Indian, Continental"
4.0,Indiranagar,Casual Dining,Chinese
0.0,Indiranagar,Casual Dining,"Seafood, Continental, European, Mediterranean"
3.9,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese"
0.0,Indiranagar,"Bar, Casual Dining","South Indian, North Indian, Chinese, Thai"
4.5,Indiranagar,Casual Dining,"Chinese, Asian, Japanese"
3.9,Indiranagar,Bar,"American, North Indian, Chinese"
3.9,Indiranagar,Lounge,"North Indian, Chinese, Continental, Bengali"
4.0,Indiranagar,Lounge,"Continental, Steak"
4.0,Indiranagar,Casual Dining,"North Indian, Modern Indian"
4.1,Indiranagar,Lounge,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai"
3.8,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood"
3.9,Indiranagar,Casual Dining,"North Indian, Andhra"
2.8,Indiranagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food"
3.4,Indiranagar,Casual Dining,"North Indian, Chinese"
3.9,Indiranagar,Pub,"Chinese, Continental, American, Steak"
3.7,Indiranagar,Casual Dining,"American, Finger Food, Italian, Mexican"
3.5,Indiranagar,Lounge,"Chinese, Continental, Steak"
3.3,Indiranagar,Mess,South Indian
3.8,East Bangalore,Food Truck,"American, Mexican"
3.1,Indiranagar,Casual Dining,"Pizza, Fast Food"
0.0,Indiranagar,Casual Dining,"North Indian, Chinese"
0.0,Indiranagar,Bar,Finger Food
0.0,Indiranagar,Casual Dining,"North Indian, South Indian"
3.1,Indiranagar,Bar,"North Indian, Chinese"
0.0,Indiranagar,Beverage Shop,"Juices, Beverages"
0.0,Indiranagar,Casual Dining,"Asian, BBQ, Seafood, Chinese"
3.8,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian"
0.0,Indiranagar,Casual Dining,"Asian, Thai"
4.3,Indiranagar,Quick Bites,South Indian
3.9,Indiranagar,Quick Bites,"Coffee, Street Food"
3.1,Indiranagar,Quick Bites,"Burger, Fast Food"
3.0,Indiranagar,Quick Bites,"Pizza, Fast Food"
3.7,Indiranagar,Quick Bites,"Fast Food, Burger"
0.0,Indiranagar,Quick Bites,"Healthy Food, North Indian, Biryani"
4.2,Indiranagar,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts"
3.4,Indiranagar,Quick Bites,"South Indian, North Indian, Fast Food, Street Food"
3.8,Indiranagar,Quick Bites,"South Indian, Chinese"
4.2,Indiranagar,Quick Bites,"Asian, Chinese"
0.0,Indiranagar,Quick Bites,"North Indian, Chinese, Continental, Seafood"
3.2,Indiranagar,Quick Bites,"South Indian, Biryani"
3.4,Indiranagar,Quick Bites,South Indian
4.2,Indiranagar,Quick Bites,"Mexican, Fast Food"
3.5,Indiranagar,Quick Bites,Biryani
3.4,Indiranagar,Quick Bites,"Fast Food, Rolls"
0.0,Indiranagar,Quick Bites,"Sandwich, Fast Food, Beverages"
2.4,Indiranagar,Quick Bites,"Salad, Fast Food"
3.1,Indiranagar,Quick Bites,Biryani
3.8,Indiranagar,Quick Bites,South Indian
3.7,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese"
3.0,Indiranagar,Quick Bites,Fast Food
3.9,Indiranagar,Quick Bites,South Indian
3.3,Indiranagar,Quick Bites,South Indian
3.6,Indiranagar,Quick Bites,"South Indian, North Indian"
3.6,Indiranagar,Quick Bites,Street Food
3.0,Indiranagar,Quick Bites,"Fast Food, Juices"
3.1,Indiranagar,Quick Bites,South Indian
3.1,Indiranagar,Quick Bites,"Fast Food, Juices"
0.0,Indiranagar,Quick Bites,"Biryani, Kebab"
0.0,Indiranagar,Quick Bites,South Indian
0.0,Indiranagar,Quick Bites,"Chinese, Fast Food"
3.1,Indiranagar,Quick Bites,"Fast Food, Sandwich, Juices"
0.0,Indiranagar,Quick Bites,"Juices, Fast Food"
0.0,Indiranagar,Quick Bites,"Beverages, Fast Food"
0.0,Indiranagar,Quick Bites,"South Indian, Beverages"
3.6,Indiranagar,Quick Bites,Kerala
4.3,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food"
4.2,Domlur,Casual Dining,"Seafood, Kerala"
3.1,Domlur,Casual Dining,"North Indian, Chinese"
3.6,Domlur,Kiosk,"Fast Food, Chinese"
3.3,Domlur,"Casual Dining, Bar","North Indian, Chinese, Andhra, Mangalorean"
4.1,Domlur,Casual Dining,"Burger, Desserts, Italian, Pizza, Salad"
3.7,Domlur,Casual Dining,"Mughlai, North Indian"
4.0,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food"
3.5,Domlur,Casual Dining,Andhra
3.2,Thippasandra,"Casual Dining, Bar","North Indian, Fast Food"
3.2,Thippasandra,Casual Dining,North Indian
3.6,Thippasandra,Beverage Shop,Juices
3.4,Jeevan Bhima Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food"
3.6,Thippasandra,Casual Dining,"North Indian, Chinese"
0.0,Domlur,Beverage Shop,"Beverages, Juices"
3.6,Domlur,Quick Bites,"South Indian, North Indian, Street Food, Chinese, Beverages"
3.3,Jeevan Bhima Nagar,Quick Bites,"Fast Food, Tea"
4.1,Thippasandra,Quick Bites,"North Indian, Biryani, Fast Food"
3.7,Thippasandra,Quick Bites,"South Indian, Chinese, North Indian, Street Food"
3.2,Domlur,Quick Bites,"Chinese, Momos"
3.5,Domlur,Quick Bites,"South Indian, North Indian, Seafood"
3.3,Thippasandra,Quick Bites,"Chinese, South Indian"
0.0,Domlur,Quick Bites,"Biryani, Kebab"
3.2,Jeevan Bhima Nagar,Quick Bites,"South Indian, Kerala"
3.2,Jeevan Bhima Nagar,Quick Bites,"Biryani, Fast Food"
3.6,Thippasandra,Quick Bites,North Indian
3.1,Thippasandra,Quick Bites,"Biryani, South Indian"
3.4,Thippasandra,Quick Bites,"South Indian, North Indian"
0.0,Domlur,Quick Bites,Rolls
0.0,Thippasandra,Quick Bites,Fast Food
0.0,Domlur,Quick Bites,South Indian
0.0,Domlur,Quick Bites,South Indian
0.0,Thippasandra,Quick Bites,"North Indian, Chinese"
4.2,Old Airport Road,Fine Dining,"North Indian, South Indian"
4.1,Old Airport Road,Bar,Finger Food
4.1,Old Airport Road,Fine Dining,"Thai, Japanese, Chinese"
4.1,Old Airport Road,Fine Dining,North Indian
4.0,Old Airport Road,"Club, Casual Dining","European, Spanish, Continental, Italian"
4.3,Old Airport Road,Fine Dining,"French, Italian"
3.8,Old Airport Road,Casual Dining,Oriya
3.6,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese"
3.9,Old Airport Road,Lounge,Finger Food
3.9,Old Airport Road,Quick Bites,North Indian
3.4,Old Airport Road,Kiosk,"Fast Food, Rolls"
3.8,Old Airport Road,Lounge,Continental
3.6,Old Airport Road,Casual Dining,"North Indian, South Indian"
3.4,CV Raman Nagar,Mess,Andhra
3.1,CV Raman Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food"
0.0,Old Airport Road,Quick Bites,South Indian
3.7,Ulsoor,Quick Bites,North Indian
0.0,CV Raman Nagar,Food Court,South Indian
3.1,Old Airport Road,Quick Bites,"North Indian, Biryani"
3.0,Old Airport Road,"Bakery, Quick Bites","Bakery, Fast Food, Italian"
3.4,Old Madras Road,Quick Bites,"North Indian, Chinese"
3.2,Old Airport Road,Quick Bites,"Chinese, Rolls"
0.0,Old Airport Road,Quick Bites,Biryani
0.0,Ulsoor,Quick Bites,Fast Food
0.0,CV Raman Nagar,Food Court,"Fast Food, Beverages"
0.0,Old Airport Road,Quick Bites,Rolls
0.0,CV Raman Nagar,Quick Bites,"South Indian, Street Food"
0.0,Old Airport Road,Quick Bites,"Fast Food, Finger Food, Street Food"
0.0,Old Airport Road,Quick Bites,North Indian
0.0,Old Airport Road,"Beverage Shop, Quick Bites",Fast Food
0.0,Indiranagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Pizza, Burger"
3.9,Old Airport Road,Bar,"Chinese, Continental"
3.2,Indiranagar,Pub,Finger Food
4.6,Jayanagar,Casual Dining,"North Indian, Chinese, Mughlai, Mexican, BBQ"
3.5,JP Nagar,Casual Dining,"Chinese, North Indian"
4.1,JP Nagar,Cafe,"Cafe, Chinese, Continental, Italian"
2.9,Jayanagar,Cafe,Cafe
3.9,JP Nagar,"Cafe, Bakery","Cafe, Bakery, Italian"
3.8,JP Nagar,Cafe,Cafe
0.0,Wilson Garden,"Cafe, Dessert Parlor","Cafe, Desserts, Fast Food"
0.0,JP Nagar,Quick Bites,"Cafe, Continental, Desserts"
4.1,BTM,"Takeaway, Delivery","Seafood, BBQ, Biryani"
4.3,JP Nagar,Delivery,"North Indian, Mughlai, Fast Food"
3.8,BTM,"Takeaway, Delivery","Chinese, Thai, Momos"
3.9,Koramangala 5th Block,Quick Bites,"North Indian, Mughlai, Biryani"
3.9,Jayanagar,Quick Bites,"North Indian, Kebab, Fast Food"
3.7,JP Nagar,"Takeaway, Delivery","Italian, North Indian, Biryani"
4.2,JP Nagar,"Takeaway, Delivery",Pizza
3.7,BTM,Quick Bites,"Biryani, Kebab"
3.8,Koramangala 5th Block,Quick Bites,"Burger, Fast Food"
0.0,BTM,"Takeaway, Delivery","Chinese, Thai, American, Momos"
2.8,BTM,Quick Bites,"Tibetan, Momos"
3.3,BTM,"Takeaway, Delivery","Chinese, North Indian"
4.0,JP Nagar,Delivery,Biryani
3.1,Banashankari,Cafe,"Cafe, Fast Food"
3.7,BTM,Quick Bites,"Pizza, Fast Food"
4.4,Jayanagar,Quick Bites,"Fast Food, Street Food"
4.4,Koramangala 5th Block,"Takeaway, Delivery","Beverages, Desserts"
4.2,BTM,"Beverage Shop, Quick Bites","Beverages, Fast Food"
3.6,Jayanagar,Quick Bites,"Biryani, Fast Food"
4.2,Jayanagar,Delivery,"Desserts, Bakery"
4.0,Koramangala 6th Block,Quick Bites,"Italian, Fast Food, Pizza"
0.0,Jayanagar,Quick Bites,"Andhra, Biryani"
3.5,BTM,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian"
3.8,Jayanagar,"Bakery, Quick Bites","Bakery, Desserts"
3.5,Jayanagar,Dessert Parlor,"Desserts, Bakery"
0.0,Jayanagar,Quick Bites,"South Indian, Fast Food"
3.3,Jayanagar,Quick Bites,Biryani
0.0,Jayanagar,Delivery,North Indian
0.0,Jayanagar,Bakery,Bakery
3.4,Jayanagar,Quick Bites,South Indian
3.6,Jayanagar,Casual Dining,Maharashtrian
4.3,JP Nagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese"
3.8,JP Nagar,Quick Bites,North Indian
3.2,JP Nagar,Quick Bites,North Indian
0.0,JP Nagar,Quick Bites,"Andhra, Biryani"
2.7,JP Nagar,Casual Dining,"North Indian, Chinese, Biryani"
3.2,JP Nagar,"Takeaway, Delivery","Biryani, South Indian"
3.2,JP Nagar,"Takeaway, Delivery",North Indian
3.2,JP Nagar,Quick Bites,Andhra
3.3,JP Nagar,Mess,South Indian
0.0,JP Nagar,Takeaway,"North Indian, South Indian, Chinese"
3.0,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Biryani, Chinese"
3.4,Koramangala 4th Block,Beverage Shop,Beverages
3.8,Koramangala 5th Block,"Dessert Parlor, Quick Bites",Desserts
3.9,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts"
4.2,JP Nagar,Dessert Parlor,"Ice Cream, Desserts"
3.1,JP Nagar,Casual Dining,"Chettinad, South Indian"
0.0,JP Nagar,Delivery,Continental
3.4,JP Nagar,Dessert Parlor,Ice Cream
3.9,JP Nagar,Bakery,"Bakery, Desserts"
0.0,JP Nagar,Quick Bites,South Indian
3.3,JP Nagar,Food Court,"Mexican, Fast Food"
3.5,JP Nagar,Casual Dining,"North Indian, Chinese"
0.0,JP Nagar,Quick Bites,"North Indian, Rajasthani"
2.8,BTM,Quick Bites,"Fast Food, Rolls, Momos"
0.0,JP Nagar,Bakery,Bakery
0.0,JP Nagar,Delivery,Continental
3.6,JP Nagar,Casual Dining,"North Indian, Bengali, Chinese"
3.2,JP Nagar,Casual Dining,"North Indian, Chinese, Mughlai"
0.0,JP Nagar,"Takeaway, Delivery","Chinese, BBQ, North Indian, Fast Food"
3.2,Wilson Garden,"Takeaway, Delivery","South Indian, North Indian, Chinese"
0.0,JP Nagar,"Takeaway, Delivery",Biryani
3.4,Wilson Garden,Casual Dining,"North Indian, Chinese, Biryani"
0.0,JP Nagar,Delivery,"North Indian, Chinese"
0.0,JP Nagar,Quick Bites,"North Indian, Chinese"
0.0,Wilson Garden,Quick Bites,Andhra
0.0,Wilson Garden,Quick Bites,"Fast Food, Juices"
3.3,JP Nagar,Quick Bites,"Asian, BBQ, South Indian, Chinese"
3.5,BTM,Beverage Shop,"Beverages, Sandwich"
2.9,Koramangala 7th Block,Delivery,"Biryani, North Indian, Chinese"
4.2,Jayanagar,Dessert Parlor,Bakery
4.0,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich"
4.0,Jayanagar,Dessert Parlor,Desserts
4.1,Jayanagar,Quick Bites,Street Food
2.9,Jayanagar,Sweet Shop,"Mithai, Street Food, Rajasthani"
3.0,Jayanagar,"Sweet Shop, Quick Bites","Mithai, Street Food"
0.0,Jayanagar,Sweet Shop,"Mithai, Street Food"
3.3,Jayanagar,Takeaway,"Bakery, Desserts"
0.0,Jayanagar,Bakery,"Bakery, Fast Food"
3.8,JP Nagar,Delivery,"Bakery, Desserts"
0.0,JP Nagar,"Dessert Parlor, Quick Bites","Ice Cream, Desserts, Fast Food"
0.0,JP Nagar,Quick Bites,"Fast Food, Burger"
3.3,JP Nagar,"Quick Bites, Sweet Shop","Street Food, Mithai"
3.3,JP Nagar,Dessert Parlor,Ice Cream
3.6,JP Nagar,Bakery,"Bakery, Desserts"
0.0,Bannerghatta Road,Dessert Parlor,"Bakery, Desserts, Beverages"
0.0,Jayanagar,Casual Dining,"South Indian, Biryani"
2.8,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food"
3.8,Jayanagar,Casual Dining,"Pizza, Fast Food"
3.5,Jayanagar,Cafe,"Cafe, Fast Food"
3.6,Jayanagar,Casual Dining,"North Indian, Chinese"
3.3,Jayanagar,Quick Bites,"Burger, Fast Food"
3.9,Jayanagar,Quick Bites,"Burger, Fast Food, Beverages"
3.7,Jayanagar,Quick Bites,"Pizza, Fast Food"
3.1,Jayanagar,Quick Bites,"Salad, Fast Food"
3.9,Jayanagar,Quick Bites,Street Food
3.7,Jayanagar,Quick Bites,"Fast Food, Burger"
3.5,Jayanagar,Quick Bites,"Fast Food, North Indian"
3.8,Jayanagar,Quick Bites,South Indian
3.2,Jayanagar,Quick Bites,"North Indian, Chinese"
4.0,Jayanagar,Quick Bites,South Indian
3.4,Jayanagar,Quick Bites,"Pizza, Italian"
3.3,Jayanagar,Quick Bites,"Fast Food, Burger"
4.3,JP Nagar,Microbrewery,"Continental, Finger Food"
4.5,Bannerghatta Road,Casual Dining,Italian
4.0,JP Nagar,"Pub, Casual Dining","Finger Food, Continental, North Indian, Chinese"
3.7,JP Nagar,Quick Bites,"Biryani, Fast Food"
4.1,JP Nagar,Quick Bites,"Mexican, Fast Food"
4.0,JP Nagar,Casual Dining,"Chinese, Thai"
3.8,JP Nagar,Quick Bites,"North Indian, Maharashtrian"
3.9,JP Nagar,Quick Bites,"North Indian, Biryani, Fast Food"
4.1,JP Nagar,Quick Bites,"Fast Food, North Indian, Continental"
4.0,JP Nagar,Quick Bites,South Indian
0.0,JP Nagar,Casual Dining,"North Indian, Chinese, Assamese"
3.7,JP Nagar,Quick Bites,South Indian
4.0,JP Nagar,Casual Dining,"North Indian, Chinese, Fast Food"
3.1,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Grill"
3.6,JP Nagar,Quick Bites,"Fast Food, Tea, Beverages"
0.0,JP Nagar,Mess,"North Indian, Rajasthani"
3.1,Wilson Garden,Kiosk,Biryani
0.0,Wilson Garden,Quick Bites,Biryani
0.0,Wilson Garden,Quick Bites,"Biryani, Mughlai"
0.0,JP Nagar,Quick Bites,"South Indian, Chinese"
0.0,JP Nagar,Quick Bites,South Indian
3.3,Wilson Garden,Quick Bites,"Chinese, Fast Food"
0.0,JP Nagar,Quick Bites,"North Indian, Chinese, Street Food"
3.3,JP Nagar,Quick Bites,South Indian
3.2,Wilson Garden,Quick Bites,"North Indian, Fast Food, Rolls"
0.0,JP Nagar,Quick Bites,"North Indian, South Indian"
3.5,JP Nagar,Quick Bites,South Indian
0.0,Wilson Garden,Quick Bites,"North Indian, Chinese, Seafood"
3.5,JP Nagar,Quick Bites,"Andhra, Biryani"
3.1,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
0.0,BTM,Quick Bites,"North Indian, Chinese, Fast Food"
3.5,JP Nagar,Cafe,Cafe
0.0,Kumaraswamy Layout,Cafe,"Cafe, Fast Food"
3.9,Kumaraswamy Layout,Cafe,"Cafe, Chinese, Arabian"
3.8,Kanakapura Road,Casual Dining,"South Indian, North Indian, Chinese"
3.5,Kanakapura Road,Quick Bites,South Indian
3.8,Kumaraswamy Layout,Quick Bites,Street Food
0.0,JP Nagar,"Takeaway, Delivery",North Indian
3.4,Bannerghatta Road,Quick Bites,North Indian
3.3,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food, Rolls"
3.8,Bommanahalli,Delivery,Pizza
3.7,Kumaraswamy Layout,"Bakery, Quick Bites","Bakery, Fast Food"
2.8,JP Nagar,Casual Dining,Chinese
3.5,Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese"
0.0,Kumaraswamy Layout,Delivery,Chinese
3.4,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, North Indian"
3.1,Kumaraswamy Layout,Quick Bites,"Biryani, Kebab"
3.8,JP Nagar,Bakery,"Bakery, Desserts"
3.3,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese"
3.0,Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese"
3.1,JP Nagar,Quick Bites,"Fast Food, Rolls, Momos"
3.3,JP Nagar,"Takeaway, Delivery","Italian, Pizza"
0.0,JP Nagar,"Bakery, Dessert Parlor","Bakery, Desserts"
3.7,JP Nagar,Quick Bites,"Fast Food, Burger"
0.0,JP Nagar,Delivery,"North Indian, Kashmiri"
3.2,JP Nagar,Quick Bites,"Biryani, North Indian"
0.0,JP Nagar,Quick Bites,South Indian
0.0,JP Nagar,Casual Dining,Italian
0.0,JP Nagar,Casual Dining,"North Indian, Chinese, Fast Food"
0.0,JP Nagar,Quick Bites,"South Indian, Kerala"
0.0,JP Nagar,Quick Bites,"North Indian, Chinese"
3.7,JP Nagar,"Takeaway, Delivery","North Indian, South Indian"
0.0,JP Nagar,Quick Bites,South Indian
3.2,JP Nagar,Dessert Parlor,Desserts
0.0,JP Nagar,Quick Bites,"Biryani, Kebab"
0.0,JP Nagar,Quick Bites,Fast Food
0.0,Kumaraswamy Layout,Quick Bites,"North Indian, Gujarati"
3.2,Kumaraswamy Layout,Quick Bites,Fast Food
0.0,Kumaraswamy Layout,Delivery,"North Indian, South Indian, Chinese"
3.4,Kanakapura Road,Casual Dining,"North Indian, South Indian, Chinese"
0.0,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Juices, Fast Food"
3.5,Kumaraswamy Layout,"Bakery, Dessert Parlor",Bakery
3.2,Kumaraswamy Layout,Sweet Shop,"Mithai, Street Food"
2.9,Jayanagar,Kiosk,"Fast Food, Rolls"
0.0,Bannerghatta Road,Quick Bites,"Fast Food, Street Food"
3.3,JP Nagar,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian"
0.0,Kumaraswamy Layout,Delivery,North Indian
0.0,Kumaraswamy Layout,Delivery,"North Indian, Chinese, BBQ"
2.9,JP Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food"
3.4,JP Nagar,Bakery,"Bakery, Desserts"
3.9,JP Nagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream"
0.0,JP Nagar,Bakery,Bakery
0.0,Kumaraswamy Layout,Dessert Parlor,Drinks Only
4.1,JP Nagar,Casual Dining,"Chinese, Thai"
0.0,Hebbal,Bar,Bar Food
2.9,JP Nagar,Casual Dining,"North Indian, Chinese"
4.1,JP Nagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese"
3.1,JP Nagar,Cafe,"Cafe, Fast Food"
3.3,JP Nagar,Beverage Shop,"Beverages, Fast Food"
0.0,JP Nagar,"Casual Dining, Bar","South Indian, North Indian"
3.9,JP Nagar,Casual Dining,"Pizza, Fast Food"
3.5,JP Nagar,Quick Bites,"South Indian, Chinese, North Indian"
3.8,JP Nagar,Quick Bites,"Burger, Fast Food"
4.0,JP Nagar,Quick Bites,"Pizza, Fast Food"
0.0,JP Nagar,Quick Bites,"Chinese, North Indian, Street Food, Rolls"
3.3,JP Nagar,Quick Bites,"Roast Chicken, Burger"
0.0,JP Nagar,Quick Bites,North Indian
3.6,JP Nagar,Quick Bites,South Indian
0.0,JP Nagar,Quick Bites,South Indian
4.0,JP Nagar,Quick Bites,"Salad, Fast Food"
3.1,JP Nagar,Quick Bites,South Indian
0.0,JP Nagar,Quick Bites,South Indian
3.1,JP Nagar,Quick Bites,"North Indian, Fast Food, Rolls"
3.5,JP Nagar,Quick Bites,"South Indian, North Indian"
0.0,JP Nagar,Quick Bites,"Biryani, Kebab"
4.4,Bannerghatta Road,"Microbrewery, Casual Dining","Continental, North Indian, Chinese, Pizza, Thai"
3.2,Bannerghatta Road,Quick Bites,"Burger, Fast Food, Beverages"
3.8,Kumaraswamy Layout,Quick Bites,"Fast Food, Juices"
3.3,Kumaraswamy Layout,"Casual Dining, Bar","Continental, Chinese"
3.6,Kumaraswamy Layout,Quick Bites,Fast Food
3.3,Kumaraswamy Layout,Quick Bites,"Fast Food, Juices"
0.0,Kumaraswamy Layout,Quick Bites,South Indian
0.0,Kumaraswamy Layout,Quick Bites,Fast Food
4.6,Kalyan Nagar,Casual Dining,"European, Mediterranean, North Indian, BBQ"
4.4,Kalyan Nagar,"Casual Dining, Bar","North Indian, BBQ"
4.2,Kalyan Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab"
4.5,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Biryani, South Indian, Beverages"
4.4,Kalyan Nagar,Casual Dining,"Biryani, Chinese, Mughlai, Andhra"
4.3,Kalyan Nagar,Casual Dining,South Indian
4.2,Kalyan Nagar,Casual Dining,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza"
3.8,Kalyan Nagar,Casual Dining,"Continental, North Indian, Chinese"
3.7,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese"
4.1,Kammanahalli,Casual Dining,European
4.0,Kammanahalli,Casual Dining,"North Indian, Mughlai, South Indian, Chinese"
4.5,Kalyan Nagar,"Cafe, Casual Dining","Cafe, American, Burger, Steak"
4.2,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger"
4.1,Kalyan Nagar,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages"
4.1,Kalyan Nagar,Cafe,"Cafe, Italian"
4.3,Kalyan Nagar,Cafe,Cafe
3.9,Kalyan Nagar,Casual Dining,Cafe
3.8,Kalyan Nagar,Cafe,Cafe
0.0,Kalyan Nagar,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food"
3.9,Kalyan Nagar,"Cafe, Bakery","Cafe, Continental, Bakery"
4.0,Kalyan Nagar,Cafe,"Cafe, Continental, American, Italian"
4.1,Kalyan Nagar,Cafe,"Continental, Thai, Arabian, Mexican"
4.1,Kalyan Nagar,Cafe,"Cafe, Continental, North Indian"
3.8,Kalyan Nagar,"Casual Dining, Cafe","North Indian, Chinese, Cafe, Desserts"
0.0,Kalyan Nagar,Cafe,"Cafe, Continental"
3.7,Kalyan Nagar,Cafe,Cafe
3.8,Kalyan Nagar,Cafe,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak"
3.6,Kalyan Nagar,Cafe,Cafe
3.4,Kalyan Nagar,Cafe,"Cafe, American, Italian, Continental"
0.0,Kalyan Nagar,Quick Bites,Street Food
2.8,Kalyan Nagar,Cafe,Cafe
3.3,Kalyan Nagar,Quick Bites,"Burger, Cafe, Drinks Only, Juices"
0.0,Kalyan Nagar,Casual Dining,North Indian
3.9,Kalyan Nagar,Cafe,"Cafe, Fast Food, Beverages"
4.4,Kammanahalli,"Casual Dining, Cafe","Pizza, Cafe, Italian"
3.8,Kammanahalli,Cafe,"Cafe, Desserts"
4.3,HBR Layout,Cafe,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee"
4.3,Kammanahalli,"Cafe, Quick Bites","Cafe, Burger, Italian, Desserts"
3.6,HBR Layout,Cafe,"Cafe, Beverages"
3.6,Kammanahalli,Cafe,"Continental, Burger, Cafe, Steak"
0.0,HBR Layout,Takeaway,"Biryani, Fast Food, Cafe, Coffee, Rolls, Wraps"
0.0,Kammanahalli,Cafe,"Cafe, Turkish"
4.0,Kammanahalli,"Cafe, Quick Bites","Cafe, Fast Food"
3.5,Kammanahalli,Cafe,"Cafe, Fast Food, Chinese, Beverages"
0.0,Kammanahalli,Cafe,"Cafe, Continental, North Eastern, Chinese, Fast Food"
0.0,Kammanahalli,Cafe,Cafe
0.0,HBR Layout,Cafe,Cafe
2.6,Kammanahalli,Cafe,"Cafe, Fast Food"
4.5,Hennur,Cafe,"Cafe, Italian"
3.7,Kengeri,Cafe,"Cafe, Continental"
4.1,Hennur,Cafe,"Cafe, Continental, American, Beverages"
3.7,Banaswadi,"Cafe, Quick Bites","Cafe, Continental, Chinese, Momos"
3.8,Banaswadi,Cafe,"Cafe, Continental, Beverages"
3.6,Banaswadi,"Casual Dining, Cafe","North Indian, Cafe, Chinese"
3.6,Banaswadi,Cafe,Cafe
0.0,Banaswadi,Cafe,Cafe
3.8,Banaswadi,Cafe,"Cafe, Fast Food"
0.0,Hennur,"Cafe, Bakery","Bakery, Cafe"
3.6,Banaswadi,Quick Bites,"Chinese, Fast Food, Beverages"
3.5,Banaswadi,Cafe,Cafe
3.7,Banaswadi,Cafe,"Cafe, Bakery"
0.0,Banaswadi,"Quick Bites, Cafe",Cafe
4.4,Nagawara,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
3.5,Kalyan Nagar,"Takeaway, Delivery","Italian, North Indian, Biryani"
3.8,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich"
3.7,Kalyan Nagar,Quick Bites,"Kerala, North Indian, Chinese"
3.3,Nagawara,Casual Dining,"Hyderabadi, Biryani, North Indian"
3.7,Kalyan Nagar,Quick Bites,"Biryani, North Indian"
3.9,Kammanahalli,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala"
4.0,HBR Layout,Delivery,"Biryani, Hyderabadi"
4.0,Hennur,Casual Dining,"North Indian, Mughlai, Chinese"
3.7,Nagawara,Food Court,"Burger, Fast Food"
4.1,Kalyan Nagar,Quick Bites,"South Indian, North Indian, Chinese"
4.2,Kalyan Nagar,Quick Bites,"Street Food, North Indian"
3.7,Banaswadi,"Takeaway, Delivery","Chinese, North Indian, Fast Food"
3.8,Banaswadi,"Casual Dining, Bar","Andhra, Chinese, North Indian"
3.6,Hennur,Delivery,"South Indian, North Indian, Beverages"
3.2,Nagawara,Quick Bites,Pizza
3.7,Banaswadi,Quick Bites,Biryani
