rate,location,rest_type,cuisines
0.0,Mysore Road,"Dessert Parlor, Quick Bites","Sandwich, Rolls, South Indian, Ice Cream"
3.6,Basavanagudi,Quick Bites,"Chinese, Fast Food"
0.0,Banashankari,Quick Bites,"Sandwich, Beverages"
0.0,Basavanagudi,Quick Bites,Pizza
3.3,Banashankari,Quick Bites,"South Indian, North Indian"
3.4,Banashankari,Quick Bites,South Indian
0.0,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream"
4.2,Jayanagar,Casual Dining,"North Indian, South Indian"
0.0,Basavanagudi,Quick Bites,North Indian
0.0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian"
4.0,Basavanagudi,Casual Dining,"North Indian, Chinese"
3.9,Basavanagudi,Quick Bites,Chinese
0.0,Banashankari,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages"
3.5,Jayanagar,Casual Dining,North Indian
4.2,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts"
3.4,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza"
4.2,Jayanagar,Casual Dining,North Indian
3.3,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani"
3.8,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food"
3.7,Basavanagudi,Quick Bites,Fast Food
4.1,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese"
0.0,Jayanagar,Quick Bites,"Fast Food, Mithai"
3.9,Basavanagudi,Cafe,Cafe
4.0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food"
4.1,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian"
3.3,Banashankari,Quick Bites,"North Indian, Chinese"
3.6,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese"
3.4,Banashankari,Quick Bites,South Indian
4.3,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
3.8,Jayanagar,Quick Bites,"North Indian, Biryani"
4.2,Jayanagar,Cafe,"Cafe, Continental, Beverages"
4.0,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages"
4.1,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices"
0.0,Kumaraswamy Layout,Quick Bites,"North Indian, Biryani, Mughlai"
3.8,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian"
3.9,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices"
3.9,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian"
0.0,Basavanagudi,Quick Bites,Fast Food
3.2,Banashankari,Delivery,"Tea, Beverages"
3.8,Basavanagudi,Casual Dining,North Indian
4.4,Banashankari,Sweet Shop,Mithai
3.8,Banashankari,Dessert Parlor,Bakery
3.9,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich"
3.7,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food"
3.9,Banashankari,Dessert Parlor,Desserts
3.8,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts"
3.6,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian"
3.4,Banashankari,Dessert Parlor,"Ice Cream, Desserts"
0.0,Banashankari,Bakery,Bakery
3.2,Banashankari,Dessert Parlor,"Desserts, Ice Cream"
0.0,Banashankari,Sweet Shop,Mithai
0.0,Banashankari,Dessert Parlor,Ice Cream
4.0,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese"
3.7,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts"
3.6,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food"
3.6,Basavanagudi,Bakery,"Bakery, Desserts"
3.6,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food"
3.3,Basavanagudi,Dessert Parlor,Desserts
2.7,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food"
0.0,Jayanagar,Takeaway,Desserts
0.0,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea"
3.8,Banashankari,Lounge,Finger Food
0.0,Banashankari,"Casual Dining, Bar",Continental
3.9,Banashankari,Casual Dining,"Chinese, Momos, Thai, Vietnamese"
3.7,Banashankari,"Bar, Casual Dining","North Indian, Chinese"
3.7,Banashankari,Casual Dining,"North Indian, Chinese"
0.0,Banashankari,Casual Dining,"North Indian, South Indian"
3.4,Banashankari,Quick Bites,"Mangalorean, Chinese"
3.8,Banashankari,Quick Bites,"South Indian, Chinese"
3.4,Banashankari,Casual Dining,Continental
3.6,Banashankari,Casual Dining,"Mughlai, North Indian, Chinese"
0.0,Banashankari,Bar,"Fast Food, Finger Food"
3.5,Banashankari,"Beverage Shop, Quick Bites","Juices, Street Food"
3.5,Banashankari,Casual Dining,"South Indian, North Indian, Chinese"
2.7,Banashankari,Casual Dining,"Chinese, Thai"
0.0,Banashankari,Quick Bites,"South Indian, North Indian, Seafood, Mangalorean"
0.0,Banashankari,Cafe,"Cafe, Fast Food"
0.0,Banashankari,Casual Dining,"North Indian, Chinese"
0.0,Banashankari,Casual Dining,"South Indian, North Indian, Fast Food, Chinese, Street Food"
3.7,Banashankari,Casual Dining,"Pizza, Fast Food"
4.7,Banashankari,Quick Bites,South Indian
0.0,Banashankari,Quick Bites,South Indian
4.4,Banashankari,Quick Bites,South Indian
3.8,Banashankari,Quick Bites,"Fast Food, Beverages"
3.8,Banashankari,Quick Bites,Biryani
3.8,Banashankari,Quick Bites,South Indian
3.9,Banashankari,Quick Bites,South Indian
3.5,Banashankari,Quick Bites,South Indian
3.4,Banashankari,Quick Bites,"Fast Food, Rolls, Momos"
3.8,Banashankari,Quick Bites,South Indian
3.6,Banashankari,Quick Bites,"North Indian, South Indian"
3.5,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
3.4,Banashankari,Quick Bites,"Mangalorean, Seafood"
3.5,Banashankari,Quick Bites,"Fast Food, Burger"
0.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese"
3.0,Banashankari,Quick Bites,"Pizza, Italian"
3.5,Banashankari,Quick Bites,South Indian
4.1,Banashankari,Quick Bites,South Indian
3.3,Banashankari,Quick Bites,South Indian
3.4,Banashankari,Quick Bites,North Indian
3.5,Banashankari,Quick Bites,Street Food
3.4,Banashankari,Quick Bites,Street Food
0.0,Banashankari,Quick Bites,North Indian
3.6,Banashankari,Quick Bites,Street Food
0.0,Banashankari,Quick Bites,Biryani
0.0,Banashankari,Quick Bites,South Indian
0.0,Banashankari,Quick Bites,Street Food
0.0,Banashankari,Quick Bites,South Indian
3.8,Banashankari,Quick Bites,Arabian
3.1,Banashankari,Quick Bites,Biryani
3.2,Banashankari,Quick Bites,Fast Food
3.2,Banashankari,Quick Bites,"North Indian, South Indian"
3.0,Banashankari,Quick Bites,"Street Food, Rolls"
3.1,Banashankari,Quick Bites,Biryani
3.3,Banashankari,Quick Bites,Kebab
0.0,Banashankari,Quick Bites,"North Indian, South Indian, Fast Food, Chinese, Italian"
0.0,Banashankari,Quick Bites,"Beverages, Sandwich"
0.0,Banashankari,Quick Bites,South Indian
3.7,Banashankari,Quick Bites,"Fast Food, Pizza"
3.6,Banashankari,Quick Bites,Andhra
3.0,Banashankari,Quick Bites,"North Indian, Chinese"
0.0,Banashankari,Quick Bites,"Andhra, Biryani"
0.0,Banashankari,Quick Bites,"Biryani, Kebab"
0.0,Banashankari,Quick Bites,South Indian
0.0,Banashankari,Quick Bites,South Indian
0.0,Banashankari,Quick Bites,"Chinese, North Indian"
0.0,Banashankari,Quick Bites,"South Indian, Fast Food"
0.0,Banashankari,Quick Bites,South Indian
0.0,Banashankari,Quick Bites,"South Indian, Chinese"
4.0,Banashankari,Quick Bites,"South Indian, Street Food"
4.2,Jayanagar,Quick Bites,"South Indian, Biryani"
4.4,Basavanagudi,Quick Bites,South Indian
3.9,Basavanagudi,Casual Dining,South Indian
3.8,Mysore Road,Casual Dining,"North Indian, Chinese"
2.7,Basavanagudi,Pub,"North Indian, Chinese, Thai"
3.9,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese"
3.9,Basavanagudi,Casual Dining,"Italian, Continental"
4.2,Basavanagudi,Quick Bites,South Indian
3.4,Basavanagudi,Quick Bites,"South Indian, Chinese, Desserts, Beverages"
3.7,Basavanagudi,Casual Dining,"Biryani, South Indian, North Indian, Chinese, Andhra"
3.9,Basavanagudi,Casual Dining,South Indian
4.1,Basavanagudi,Quick Bites,South Indian
3.8,Basavanagudi,Quick Bites,"South Indian, Fast Food, North Indian, Desserts"
4.2,Basavanagudi,Quick Bites,South Indian
4.1,Basavanagudi,Quick Bites,South Indian
4.0,Basavanagudi,Quick Bites,Fast Food
4.0,Basavanagudi,Quick Bites,South Indian
2.9,Basavanagudi,Casual Dining,"South Indian, Biryani, Chinese, North Indian"
3.3,Basavanagudi,Quick Bites,"North Indian, Mughlai"
3.9,Basavanagudi,Casual Dining,"North Indian, Chinese, Mughlai"
3.8,Jayanagar,Quick Bites,"South Indian, North Indian"
4.0,Basavanagudi,Quick Bites,South Indian
3.3,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese"
3.2,Jayanagar,Quick Bites,South Indian
0.0,Mysore Road,"Casual Dining, Bar","North Indian, South Indian, Chinese"
3.8,South Bangalore,Food Truck,"Chinese, Rolls, Biryani, Momos"
0.0,Nagarbhavi,Casual Dining,"Chinese, South Indian"
0.0,Basavanagudi,Casual Dining,North Indian
3.2,Basavanagudi,Quick Bites,"South Indian, Biryani"
3.9,Basavanagudi,Quick Bites,"Street Food, Fast Food"
3.6,Basavanagudi,Quick Bites,"Fast Food, Rolls"
0.0,Mysore Road,Quick Bites,"South Indian, Chinese"
3.2,Mysore Road,Quick Bites,Biryani
0.0,Basavanagudi,Quick Bites,"South Indian, Fast Food"
0.0,Mysore Road,Quick Bites,"North Indian, South Indian"
0.0,Basavanagudi,Quick Bites,Fast Food
0.0,Mysore Road,Quick Bites,Biryani
0.0,Basavanagudi,Quick Bites,Biryani
0.0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese"
4.4,Bannerghatta Road,Pub,"North Indian, Italian"
4.2,Bannerghatta Road,Casual Dining,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood"
4.3,Bannerghatta Road,Casual Dining,"North Indian, Mughlai, South Indian, Chinese"
3.3,Bannerghatta Road,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
3.1,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese, Continental"
4.7,JP Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab"
4.3,JP Nagar,Casual Dining,"North Indian, South Indian"
4.1,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese"
4.1,JP Nagar,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts"
3.9,JP Nagar,Casual Dining,"North Indian, Continental, Chinese"
3.8,JP Nagar,Casual Dining,North Indian
4.0,JP Nagar,Casual Dining,"North Indian, Chinese, Thai, Mughlai, Seafood"
0.0,JP Nagar,Cafe,Cafe
4.0,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese, Biryani"
3.3,JP Nagar,Casual Dining,"North Indian, Chinese, Continental"
2.7,JP Nagar,Casual Dining,"North Indian, Continental, South Indian, Chinese"
3.0,BTM,Casual Dining,"South Indian, North Indian, Chinese"
3.8,Bannerghatta Road,Cafe,"Cafe, Fast Food, Chinese, Continental"
4.0,Bannerghatta Road,Cafe,"Cafe, Continental"
3.9,Bannerghatta Road,Cafe,"Cafe, Bakery, Beverages"
0.0,Bannerghatta Road,Cafe,"Cafe, Beverages"
3.7,Bannerghatta Road,Cafe,Cafe
3.7,Bannerghatta Road,Cafe,"Cafe, Beverages"
3.9,Bannerghatta Road,Food Court,"Cafe, Fast Food, Desserts, Beverages"
3.9,Bannerghatta Road,Cafe,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices"
3.9,Bannerghatta Road,Cafe,Cafe
3.6,Bannerghatta Road,Cafe,"Cafe, Fast Food"
3.8,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery"
3.9,Bannerghatta Road,Cafe,"Cafe, Desserts"
3.6,Bannerghatta Road,Dessert Parlor,"Desserts, Cafe, Beverages"
3.9,Bannerghatta Road,Cafe,Cafe
3.6,Bannerghatta Road,"Cafe, Casual Dining","Cafe, North Indian, Chinese, Continental"
2.7,Bannerghatta Road,"Quick Bites, Cafe","Chinese, Fast Food, Cafe, Street Food, Finger Food"
3.6,Bannerghatta Road,Cafe,Cafe
0.0,Bannerghatta Road,Cafe,"Cafe, Healthy Food"
3.3,Bannerghatta Road,"Cafe, Casual Dining","Cafe, Continental, North Indian, Bakery, Desserts"
3.7,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts"
0.0,Bannerghatta Road,Delivery,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich"
0.0,Bannerghatta Road,Quick Bites,"Finger Food, Wraps, Cafe, Continental, Healthy Food"
4.1,JP Nagar,Cafe,"Cafe, Sandwich, Burger"
4.0,JP Nagar,Cafe,"Cafe, Continental"
0.0,JP Nagar,Cafe,"Cafe, Pizza, Fast Food"
3.9,JP Nagar,Cafe,"Cafe, Continental, North Indian"
4.1,JP Nagar,Cafe,"Cafe, Continental, Italian"
4.1,JP Nagar,"Quick Bites, Cafe","Cafe, Burger, Beverages"
4.4,JP Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian"
3.7,JP Nagar,Cafe,"Cafe, Sandwich, North Indian, Beverages, Desserts"
3.7,JP Nagar,Cafe,"Cafe, Beverages, Fast Food"
3.7,JP Nagar,Cafe,"Burger, Cafe, Desserts, Sandwich, Italian"
3.6,JP Nagar,Cafe,"Cafe, American, Burger, Sandwich, Fast Food"
2.6,JP Nagar,Cafe,"Continental, Burger, Beverages, Cafe, Italian, Rolls"
3.4,JP Nagar,Cafe,"Cafe, Fast Food"
3.4,JP Nagar,Cafe,"Cafe, North Indian"
0.0,JP Nagar,Cafe,Cafe
0.0,JP Nagar,Quick Bites,"Healthy Food, Beverages, Cafe"
3.7,JP Nagar,Cafe,"Cafe, Italian, Desserts"
2.7,JP Nagar,Cafe,"Cafe, Pizza, Fast Food, Beverages"
3.2,BTM,Cafe,"Cafe, Healthy Food"
4.5,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
3.7,BTM,Casual Dining,"Andhra, North Indian, Biryani"
3.8,BTM,Casual Dining,"Biryani, North Indian"
3.6,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Seafood, Rolls"
3.8,JP Nagar,Quick Bites,"Bengali, Chinese"
4.1,JP Nagar,"Takeaway, Delivery","Fast Food, Sandwich"
4.0,BTM,Quick Bites,"Bengali, North Indian"
3.4,JP Nagar,"Takeaway, Delivery","Arabian, Middle Eastern"
3.6,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages"
3.7,JP Nagar,"Takeaway, Delivery","North Indian, Charcoal Chicken"
2.9,BTM,Quick Bites,North Indian
4.5,BTM,Dessert Parlor,"Desserts, Beverages"
4.1,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
3.9,BTM,"Takeaway, Delivery",South Indian
3.6,JP Nagar,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
4.1,JP Nagar,Delivery,"Chinese, North Indian"
3.8,Bannerghatta Road,Quick Bites,North Indian
3.3,BTM,Quick Bites,Fast Food
4.0,BTM,Quick Bites,North Indian
4.1,Bannerghatta Road,"Takeaway, Delivery","North Indian, Mughlai, Fast Food"
4.0,BTM,Quick Bites,North Indian
4.1,BTM,Quick Bites,"Pizza, Italian, Beverages"
3.9,JP Nagar,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra"
4.0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese"
3.6,BTM,Quick Bites,"North Indian, Chinese, Fast Food"
2.9,BTM,Quick Bites,"North Indian, Chinese"
3.1,Bannerghatta Road,Quick Bites,Andhra
4.0,BTM,Casual Dining,"Chinese, Momos"
3.9,BTM,Quick Bites,"Oriya, Fast Food"
3.9,Bannerghatta Road,Quick Bites,North Indian
3.9,BTM,Cafe,"North Indian, Cafe, Fast Food, Beverages"
3.3,JP Nagar,Quick Bites,"Biryani, Andhra"
4.1,BTM,Quick Bites,"North Indian, Bihari"
3.3,Bannerghatta Road,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
3.6,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese"
3.9,Bannerghatta Road,Dessert Parlor,Desserts
3.9,JP Nagar,Quick Bites,"Burger, Fast Food, Roast Chicken, Finger Food"
0.0,BTM,Quick Bites,Maharashtrian
0.0,BTM,Quick Bites,North Indian
4.4,Jayanagar,Dessert Parlor,"Ice Cream, Desserts"
2.6,BTM,Casual Dining,"Andhra, Chinese, Biryani"
3.9,Bannerghatta Road,"Takeaway, Delivery","Andhra, Biryani"
3.4,JP Nagar,"Takeaway, Delivery",North Indian
3.7,BTM,Quick Bites,"Chinese, North Indian"
4.0,Bannerghatta Road,Delivery,Biryani
3.9,JP Nagar,"Takeaway, Delivery","Andhra, North Indian, Chinese"
3.4,Bannerghatta Road,Casual Dining,"North Indian, Chinese"
3.8,Bannerghatta Road,Food Court,"North Indian, Biryani"
3.6,Bannerghatta Road,Quick Bites,"Kerala, South Indian"
3.2,BTM,Quick Bites,"North Indian, Chinese"
3.6,JP Nagar,Quick Bites,Bohri
2.7,JP Nagar,Quick Bites,Pizza
3.4,Bannerghatta Road,Quick Bites,"North Indian, Chinese"
3.6,JP Nagar,Kiosk,"Biryani, Chinese, Fast Food"
3.5,Bannerghatta Road,Quick Bites,North Indian
3.9,BTM,"Takeaway, Delivery",Bakery
3.7,JP Nagar,"Takeaway, Delivery","Chinese, Thai, Momos"
4.1,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food"
3.5,Bannerghatta Road,Quick Bites,"North Indian, Chinese"
3.1,BTM,"Takeaway, Delivery","Biryani, North Indian, Mughlai"
3.2,Bannerghatta Road,Quick Bites,"Salad, Fast Food"
3.9,Bannerghatta Road,Quick Bites,"North Indian, Mughlai, Biryani"
3.7,Bannerghatta Road,"Takeaway, Delivery","Biryani, North Indian"
0.0,JP Nagar,"Takeaway, Delivery","Mithai, Desserts"
3.6,Bannerghatta Road,"Takeaway, Delivery","Italian, North Indian, Biryani"
2.9,BTM,Quick Bites,"Chinese, North Indian"
3.4,JP Nagar,"Takeaway, Delivery","Juices, Beverages, Ice Cream"
4.0,Jayanagar,Quick Bites,"North Indian, Kebab, Chinese, Fast Food"
3.4,Kanakapura Road,Quick Bites,"Biryani, Fast Food"
3.8,Bannerghatta Road,Quick Bites,"Burger, Fast Food, Beverages"
4.0,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Mughlai"
4.0,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese"
3.9,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
4.0,JP Nagar,Casual Dining,"Biryani, North Indian, Kebab"
3.7,JP Nagar,Quick Bites,"Kebab, North Indian, Fast Food, Beverages"
4.2,JP Nagar,Casual Dining,"Andhra, North Indian"
3.3,BTM,Dhaba,North Indian
3.4,Bannerghatta Road,Quick Bites,"Fast Food, Arabian"
3.7,JP Nagar,"Takeaway, Delivery","Bakery, Desserts"
3.6,JP Nagar,Quick Bites,"Chinese, Thai"
2.9,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos"
3.5,BTM,Delivery,"North Indian, Chinese"
3.8,JP Nagar,Quick Bites,Rolls
4.0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese"
4.0,JP Nagar,Quick Bites,"Pizza, Italian"
3.9,BTM,"Takeaway, Delivery","Desserts, Ice Cream"
0.0,JP Nagar,Casual Dining,"North Indian, Mughlai"
3.5,JP Nagar,Quick Bites,"South Indian, North Indian"
3.9,JP Nagar,Quick Bites,"Burger, Fast Food"
3.8,Bannerghatta Road,Casual Dining,"Biryani, Andhra, North Indian"
3.8,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese"
3.2,BTM,Quick Bites,"North Indian, Chinese"
4.0,Bannerghatta Road,Quick Bites,North Indian
3.5,JP Nagar,"Takeaway, Delivery",Arabian
3.6,JP Nagar,Quick Bites,"North Indian, Chinese"
3.5,Bannerghatta Road,Quick Bites,"Fast Food, Beverages"
3.9,BTM,Quick Bites,"Biryani, Fast Food"
4.2,JP Nagar,Casual Dining,"Biryani, Kebab"
3.9,BTM,Casual Dining,Bengali
3.3,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Fast Food"
4.1,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab"
3.6,Bannerghatta Road,Quick Bites,Arabian
3.2,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Biryani"
3.9,JP Nagar,"Takeaway, Delivery","Seafood, BBQ, Biryani"
3.7,JP Nagar,Quick Bites,"Fast Food, North Indian, South Indian"
3.7,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian"
3.6,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese"
4.6,Bannerghatta Road,Casual Dining,"African, Burger"
3.9,BTM,Casual Dining,"Chinese, Momos"
3.9,JP Nagar,Beverage Shop,"Beverages, Ice Cream, Fast Food"
3.2,Bannerghatta Road,Quick Bites,"North Indian, Chinese"
3.3,BTM,Quick Bites,Biryani
3.9,Bannerghatta Road,Casual Dining,North Indian
3.9,BTM,Cafe,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe"
3.6,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls"
3.5,Bannerghatta Road,Quick Bites,"North Indian, Biryani"
3.5,Kanakapura Road,Casual Dining,"South Indian, Chinese, North Indian"
3.9,Bannerghatta Road,Casual Dining,"North Indian, Chinese"
4.1,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich"
3.8,Bannerghatta Road,Quick Bites,"Fast Food, Momos"
3.7,BTM,Quick Bites,"Kerala, South Indian"
3.9,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages"
3.9,BTM,Bakery,"Bakery, Desserts"
4.0,Bannerghatta Road,Delivery,"Mexican, Italian"
3.7,Bannerghatta Road,Casual Dining,"Andhra, Biryani"
3.2,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian"
4.1,BTM,Quick Bites,Arabian
3.8,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Momos"
3.7,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream"
3.9,Bannerghatta Road,Delivery,"North Indian, Biryani, Fast Food"
3.0,JP Nagar,Quick Bites,"North Indian, Chinese, Street Food"
4.0,JP Nagar,Delivery,"North Indian, Biryani"
3.9,BTM,Quick Bites,"Fast Food, Rolls, Momos"
3.9,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts"
3.9,BTM,Quick Bites,"Sandwich, Fast Food"
4.1,JP Nagar,Quick Bites,North Indian
3.9,BTM,Quick Bites,"North Indian, Chinese"
4.1,BTM,Quick Bites,"Fast Food, North Indian"
2.5,JP Nagar,Quick Bites,"North Indian, Chinese, Fast Food, Rolls, Juices"
3.9,BTM,Casual Dining,North Indian
4.2,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian"
3.7,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
3.8,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese"
4.0,JP Nagar,Sweet Shop,"Mithai, Street Food"
3.4,JP Nagar,Delivery,"North Indian, BBQ, Biryani, Kebab"
3.8,Bannerghatta Road,Delivery,"North Indian, Chinese, Biryani"
3.1,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab"
3.8,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices"
3.1,JP Nagar,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken"
